initial_number_sheep,initial_number_wolves,grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,technique,sample_size
184,171,78,5,58,17,14,random,10000
79,36,75,22,5,6,13,random,10000
138,151,76,29,29,14,12,random,10000
205,115,11,8,65,8,3,random,10000
14,164,65,0,22,12,14,random,10000
217,110,11,19,46,6,18,random,10000
1,19,34,43,10,6,2,random,10000
246,47,40,3,70,7,15,random,10000
91,76,75,30,78,8,5,random,10000
140,237,57,23,40,6,9,random,10000
119,64,16,4,0,20,20,random,10000
42,75,22,33,35,11,3,random,10000
123,229,21,47,15,11,5,random,10000
42,181,11,17,3,1,3,random,10000
12,122,92,31,83,13,7,random,10000
65,157,26,44,22,2,11,random,10000
112,99,1,28,97,13,11,random,10000
202,157,89,7,53,9,8,random,10000
49,202,19,28,82,19,17,random,10000
240,208,5,9,29,11,13,random,10000
165,250,28,13,97,1,7,random,10000
211,66,49,12,39,9,19,random,10000
68,102,13,29,95,12,0,random,10000
110,239,39,29,97,16,0,random,10000
22,226,94,25,14,2,9,random,10000
18,205,38,6,46,12,7,random,10000
213,38,90,13,59,11,5,random,10000
27,119,95,42,84,11,15,random,10000
145,214,33,49,48,8,4,random,10000
118,3,41,11,66,9,14,random,10000
54,42,74,29,62,5,2,random,10000
145,93,5,41,90,10,4,random,10000
27,124,94,10,97,17,1,random,10000
216,52,95,5,16,14,11,random,10000
156,168,7,15,11,14,13,random,10000
12,128,3,39,5,7,7,random,10000
45,83,11,3,73,1,1,random,10000
23,131,52,30,81,10,20,random,10000
103,221,28,3,58,4,5,random,10000
231,3,63,22,65,20,0,random,10000
109,207,4,22,70,7,5,random,10000
248,136,61,41,27,1,11,random,10000
159,98,66,34,52,7,7,random,10000
227,229,47,33,76,14,17,random,10000
67,180,4,26,93,13,20,random,10000
80,55,87,24,30,7,11,random,10000
183,146,23,28,59,19,9,random,10000
129,250,16,17,54,16,1,random,10000
208,187,71,15,47,3,1,random,10000
48,188,26,31,55,4,1,random,10000
25,80,95,20,56,17,2,random,10000
112,140,67,29,52,11,6,random,10000
21,236,70,13,61,15,13,random,10000
110,134,13,49,37,7,5,random,10000
30,1,86,11,20,18,19,random,10000
175,78,60,25,14,5,13,random,10000
61,63,38,23,89,18,10,random,10000
90,154,95,44,50,10,9,random,10000
185,176,71,14,75,10,8,random,10000
138,86,81,30,2,12,15,random,10000
50,101,76,21,93,6,0,random,10000
32,106,0,38,18,5,9,random,10000
43,60,28,42,27,16,9,random,10000
188,185,67,29,74,2,15,random,10000
40,187,44,47,91,1,20,random,10000
148,100,39,14,41,19,7,random,10000
210,174,31,3,12,12,6,random,10000
202,55,48,42,83,16,9,random,10000
141,25,89,44,9,5,20,random,10000
22,190,17,33,53,4,20,random,10000
151,181,44,27,63,9,19,random,10000
65,209,44,22,84,13,3,random,10000
228,107,82,9,77,6,3,random,10000
232,185,73,12,10,11,11,random,10000
37,27,90,41,79,10,13,random,10000
3,2,52,14,62,7,19,random,10000
48,101,38,8,16,18,10,random,10000
76,42,42,2,59,20,17,random,10000
94,103,78,22,78,17,6,random,10000
162,217,67,41,0,14,15,random,10000
63,36,62,19,100,1,7,random,10000
119,57,37,46,60,18,5,random,10000
201,195,68,43,13,17,3,random,10000
31,58,2,28,89,20,18,random,10000
208,57,17,12,42,8,8,random,10000
75,231,91,50,51,5,7,random,10000
43,95,3,31,84,1,10,random,10000
170,129,75,24,41,18,15,random,10000
42,201,2,23,13,9,5,random,10000
61,143,67,49,15,16,9,random,10000
132,52,40,41,60,11,13,random,10000
112,67,23,8,55,11,20,random,10000
176,230,37,14,7,8,2,random,10000
110,66,72,37,53,16,17,random,10000
204,19,59,44,75,7,10,random,10000
221,34,6,26,42,7,7,random,10000
240,211,29,41,92,4,0,random,10000
44,245,74,28,62,8,1,random,10000
15,96,82,38,43,5,0,random,10000
105,51,32,14,78,1,3,random,10000
1,0,47,20,47,12,0,random,10000
130,28,43,41,27,15,6,random,10000
165,248,47,17,100,8,1,random,10000
250,83,38,12,64,14,16,random,10000
5,193,15,7,10,7,6,random,10000
28,194,9,35,66,8,14,random,10000
166,11,64,42,74,8,18,random,10000
39,228,43,49,25,11,1,random,10000
224,31,56,23,28,19,5,random,10000
20,144,94,1,36,18,17,random,10000
9,117,88,50,14,8,5,random,10000
53,141,74,1,80,11,3,random,10000
61,194,6,47,93,11,2,random,10000
27,73,60,15,44,5,3,random,10000
152,219,95,35,97,2,5,random,10000
160,186,65,47,58,4,8,random,10000
55,131,4,32,49,6,20,random,10000
142,189,70,35,100,8,10,random,10000
78,171,98,25,9,18,0,random,10000
133,175,93,48,76,16,16,random,10000
250,168,98,39,84,2,4,random,10000
235,182,23,28,7,11,0,random,10000
131,165,77,1,68,9,20,random,10000
239,219,26,20,5,10,7,random,10000
90,235,28,39,100,17,12,random,10000
222,161,57,31,69,18,11,random,10000
79,87,60,3,89,9,5,random,10000
195,116,6,30,0,14,5,random,10000
195,74,86,0,27,7,20,random,10000
129,210,93,13,16,19,10,random,10000
158,190,5,33,45,16,1,random,10000
244,215,92,48,53,12,3,random,10000
79,144,12,17,25,9,16,random,10000
95,144,68,35,20,9,0,random,10000
209,229,70,30,98,9,14,random,10000
23,1,66,12,13,8,8,random,10000
23,150,96,20,31,15,6,random,10000
220,3,13,24,32,20,15,random,10000
136,242,44,28,86,17,17,random,10000
176,124,34,9,76,5,6,random,10000
220,4,89,15,57,9,9,random,10000
130,39,4,36,90,8,14,random,10000
114,1,2,2,44,5,7,random,10000
100,150,99,42,54,6,16,random,10000
66,226,28,22,78,17,15,random,10000
198,99,24,38,66,11,9,random,10000
139,196,87,8,3,4,6,random,10000
191,30,42,16,9,11,12,random,10000
34,142,69,16,1,2,1,random,10000
76,168,53,22,94,8,2,random,10000
201,207,77,29,9,8,13,random,10000
99,97,90,30,91,6,7,random,10000
122,30,96,42,60,1,8,random,10000
13,21,68,13,49,11,1,random,10000
120,18,99,39,17,11,14,random,10000
47,101,95,3,1,1,7,random,10000
218,179,90,23,44,8,8,random,10000
222,93,61,25,90,9,14,random,10000
93,40,87,50,94,18,3,random,10000
97,45,74,15,77,10,4,random,10000
133,121,5,44,13,17,18,random,10000
168,125,96,0,55,16,8,random,10000
155,29,92,6,12,17,14,random,10000
138,19,13,47,86,12,0,random,10000
160,80,55,16,37,7,16,random,10000
58,124,33,13,71,6,6,random,10000
133,159,2,9,56,15,9,random,10000
144,94,26,19,45,7,8,random,10000
250,176,27,25,65,3,18,random,10000
245,135,18,30,12,8,12,random,10000
25,205,4,15,84,17,4,random,10000
9,52,62,22,72,19,17,random,10000
102,239,66,41,23,12,13,random,10000
204,165,12,36,90,10,2,random,10000
232,127,44,18,63,17,2,random,10000
228,119,91,36,59,2,3,random,10000
81,154,42,18,70,2,0,random,10000
141,93,63,19,73,3,19,random,10000
0,247,20,30,2,12,13,random,10000
163,45,91,43,59,6,2,random,10000
55,79,22,19,83,6,16,random,10000
122,160,53,21,14,15,19,random,10000
139,175,34,43,82,13,18,random,10000
65,222,83,31,71,1,2,random,10000
74,108,74,29,94,5,13,random,10000
58,140,14,44,9,17,4,random,10000
232,211,7,7,25,10,3,random,10000
51,97,35,42,16,18,14,random,10000
47,138,39,19,22,6,4,random,10000
63,33,36,9,7,10,19,random,10000
20,122,93,31,90,2,20,random,10000
187,100,61,37,49,18,14,random,10000
243,178,46,29,54,8,2,random,10000
29,179,36,17,23,15,0,random,10000
244,36,96,17,32,16,4,random,10000
61,133,90,5,9,9,12,random,10000
110,56,39,28,9,17,14,random,10000
202,133,47,28,77,19,20,random,10000
42,180,35,7,21,5,0,random,10000
43,205,25,15,33,7,7,random,10000
26,167,8,33,18,8,8,random,10000
87,227,4,50,95,4,20,random,10000
167,153,20,22,13,2,13,random,10000
28,68,44,12,59,7,17,random,10000
220,167,18,20,83,4,6,random,10000
50,49,65,40,94,8,1,random,10000
127,76,8,14,11,2,9,random,10000
48,57,81,16,6,14,19,random,10000
159,10,16,12,22,12,10,random,10000
165,219,1,9,91,3,5,random,10000
155,151,72,16,39,10,13,random,10000
246,41,12,49,22,11,18,random,10000
6,117,58,12,44,16,13,random,10000
150,84,57,5,51,4,18,random,10000
186,53,76,11,8,15,12,random,10000
196,233,59,46,20,15,6,random,10000
77,153,63,10,54,8,17,random,10000
95,70,4,41,36,5,4,random,10000
62,238,8,9,32,10,0,random,10000
72,185,88,38,43,13,16,random,10000
212,56,84,35,96,19,16,random,10000
82,77,71,1,55,16,16,random,10000
216,144,0,18,7,17,2,random,10000
207,21,87,36,22,17,15,random,10000
197,43,14,6,19,12,10,random,10000
104,93,20,34,78,18,5,random,10000
62,44,5,42,90,9,3,random,10000
211,244,74,42,6,11,12,random,10000
45,8,95,27,78,17,11,random,10000
144,90,70,41,84,1,2,random,10000
62,86,9,24,27,18,2,random,10000
109,197,16,29,87,11,19,random,10000
54,10,19,7,63,9,7,random,10000
6,80,80,4,20,17,0,random,10000
247,230,90,36,70,10,1,random,10000
159,218,82,28,52,14,16,random,10000
208,178,55,36,15,12,0,random,10000
17,71,5,44,80,2,18,random,10000
212,48,12,12,58,18,5,random,10000
38,235,12,40,92,1,19,random,10000
130,126,84,42,2,18,0,random,10000
230,64,38,12,29,7,20,random,10000
81,159,12,4,33,8,7,random,10000
62,99,49,20,38,7,7,random,10000
6,194,32,40,70,6,7,random,10000
115,219,19,30,36,18,12,random,10000
30,47,85,2,33,19,4,random,10000
148,236,74,15,34,6,5,random,10000
48,230,56,25,57,20,20,random,10000
183,67,23,42,96,10,5,random,10000
163,114,5,13,84,13,17,random,10000
183,14,88,1,37,3,17,random,10000
36,120,67,7,16,9,17,random,10000
208,55,42,43,33,1,4,random,10000
182,105,37,5,92,3,12,random,10000
134,170,50,39,94,15,12,random,10000
198,4,28,41,94,2,4,random,10000
226,189,51,12,84,6,20,random,10000
157,76,70,1,27,13,7,random,10000
195,235,60,4,50,5,4,random,10000
207,225,12,30,56,16,9,random,10000
126,239,36,39,46,7,13,random,10000
133,179,97,18,50,18,14,random,10000
79,85,86,30,82,10,8,random,10000
93,212,25,4,94,2,10,random,10000
59,152,68,22,26,3,18,random,10000
156,199,5,1,5,17,11,random,10000
160,34,58,41,30,9,3,random,10000
82,2,90,18,21,4,10,random,10000
41,144,90,18,67,9,1,random,10000
183,96,82,46,59,7,7,random,10000
46,235,98,25,12,13,14,random,10000
127,199,92,40,18,3,17,random,10000
82,72,1,1,94,13,4,random,10000
153,12,39,15,13,18,0,random,10000
6,144,27,15,36,15,7,random,10000
99,83,73,22,100,8,16,random,10000
198,13,69,0,43,10,9,random,10000
78,5,61,41,7,6,15,random,10000
68,142,96,6,54,10,11,random,10000
151,133,86,46,81,1,14,random,10000
28,241,100,7,14,7,8,random,10000
150,223,22,1,62,17,6,random,10000
134,79,12,25,52,17,11,random,10000
1,139,60,5,68,7,12,random,10000
58,89,32,21,98,8,0,random,10000
36,132,1,42,14,15,12,random,10000
13,185,34,6,40,7,9,random,10000
62,13,91,25,36,8,8,random,10000
235,202,66,29,40,16,17,random,10000
32,155,26,40,54,14,14,random,10000
65,226,90,29,16,3,17,random,10000
56,137,77,44,6,5,2,random,10000
25,237,86,41,99,13,0,random,10000
234,27,32,28,13,17,10,random,10000
186,226,81,41,67,3,6,random,10000
162,51,79,16,70,13,20,random,10000
153,214,47,3,21,2,6,random,10000
159,152,91,47,71,9,13,random,10000
168,85,7,49,51,19,5,random,10000
103,37,30,40,38,8,3,random,10000
229,123,59,29,15,18,9,random,10000
19,122,80,38,36,15,7,random,10000
29,89,56,49,84,4,4,random,10000
205,68,3,42,100,13,2,random,10000
183,1,59,47,96,2,6,random,10000
201,54,41,5,46,19,3,random,10000
115,89,19,19,9,17,10,random,10000
65,70,95,47,64,14,13,random,10000
161,26,1,32,32,11,18,random,10000
117,142,86,0,84,4,8,random,10000
113,39,82,9,68,18,12,random,10000
155,110,75,19,88,2,16,random,10000
66,212,89,44,9,13,10,random,10000
78,192,69,20,86,4,19,random,10000
0,98,37,1,65,18,10,random,10000
98,192,86,37,5,14,20,random,10000
100,91,3,28,33,12,15,random,10000
111,183,40,28,72,15,10,random,10000
139,51,31,40,64,9,8,random,10000
164,24,62,26,65,20,10,random,10000
38,54,71,44,50,4,3,random,10000
102,24,82,1,91,19,20,random,10000
139,94,74,28,11,9,9,random,10000
65,18,57,45,36,4,18,random,10000
82,49,85,33,63,5,18,random,10000
165,39,6,28,83,17,14,random,10000
133,183,70,25,84,8,7,random,10000
70,14,74,7,15,9,17,random,10000
172,144,60,15,83,6,14,random,10000
167,187,15,35,0,8,7,random,10000
118,120,13,27,26,14,15,random,10000
224,231,30,42,62,13,15,random,10000
203,83,44,35,77,10,18,random,10000
20,191,39,8,66,18,2,random,10000
162,173,58,47,30,14,9,random,10000
50,30,21,29,34,20,2,random,10000
113,6,75,35,16,10,13,random,10000
151,128,71,49,69,18,17,random,10000
2,177,36,10,59,19,1,random,10000
92,243,26,6,8,8,3,random,10000
102,84,57,33,46,4,19,random,10000
88,92,98,41,21,7,8,random,10000
94,54,91,6,24,2,16,random,10000
45,189,22,45,13,9,18,random,10000
32,47,11,45,45,17,7,random,10000
194,58,68,38,13,19,19,random,10000
19,1,67,6,91,10,15,random,10000
68,227,41,23,96,19,14,random,10000
63,139,28,0,97,9,0,random,10000
114,156,36,49,47,19,5,random,10000
198,172,98,20,56,19,14,random,10000
159,250,0,21,41,17,19,random,10000
193,166,71,41,96,12,7,random,10000
163,112,2,21,26,13,19,random,10000
0,79,76,16,86,6,6,random,10000
18,71,38,48,62,4,1,random,10000
230,171,56,17,18,10,12,random,10000
76,116,30,14,18,19,7,random,10000
75,144,32,37,48,8,6,random,10000
7,138,37,12,55,16,12,random,10000
222,39,55,8,96,10,15,random,10000
108,152,45,48,32,3,11,random,10000
2,61,93,10,46,11,8,random,10000
191,193,32,36,42,9,19,random,10000
250,154,51,2,70,16,12,random,10000
226,215,43,14,93,14,1,random,10000
77,243,41,42,22,14,4,random,10000
152,62,58,31,26,20,14,random,10000
53,227,1,15,67,5,13,random,10000
135,108,83,8,36,5,3,random,10000
115,21,63,38,18,3,5,random,10000
185,157,40,34,61,10,18,random,10000
49,15,100,44,66,7,10,random,10000
108,139,35,48,18,18,11,random,10000
75,60,18,42,5,11,4,random,10000
7,166,64,1,70,2,7,random,10000
160,169,61,30,66,4,19,random,10000
123,230,66,43,61,18,16,random,10000
232,119,20,13,50,14,7,random,10000
209,150,25,27,20,13,2,random,10000
238,173,34,32,51,10,18,random,10000
209,3,0,16,8,20,6,random,10000
30,220,56,33,39,16,5,random,10000
146,201,91,27,34,3,1,random,10000
193,11,80,4,76,18,14,random,10000
233,28,57,9,83,13,9,random,10000
24,216,3,35,64,6,12,random,10000
124,59,66,44,15,20,17,random,10000
81,221,44,13,60,18,0,random,10000
229,86,38,18,43,17,17,random,10000
99,18,34,24,52,17,2,random,10000
56,118,95,34,84,17,4,random,10000
8,74,87,50,30,6,20,random,10000
38,50,73,1,1,8,20,random,10000
96,196,24,46,58,18,4,random,10000
179,28,35,4,15,7,14,random,10000
71,214,15,17,81,11,7,random,10000
238,150,52,31,80,13,1,random,10000
223,87,84,49,40,2,15,random,10000
184,92,88,43,8,12,1,random,10000
132,85,85,34,30,5,17,random,10000
104,19,49,39,27,8,10,random,10000
168,45,96,8,23,15,14,random,10000
220,121,58,20,0,3,17,random,10000
172,52,55,8,22,18,18,random,10000
70,77,48,13,48,17,4,random,10000
210,20,99,16,39,9,11,random,10000
238,57,98,37,42,3,6,random,10000
81,241,17,0,59,12,0,random,10000
206,213,89,14,94,2,6,random,10000
235,102,48,17,86,1,20,random,10000
249,151,20,14,91,7,14,random,10000
86,178,47,37,64,17,4,random,10000
18,179,8,14,29,4,6,random,10000
227,116,58,19,69,5,12,random,10000
136,108,2,27,23,11,7,random,10000
119,215,76,45,93,3,16,random,10000
7,177,21,31,49,18,10,random,10000
200,173,58,46,61,5,3,random,10000
140,105,65,50,70,16,17,random,10000
37,35,96,7,74,20,13,random,10000
184,5,17,1,14,15,14,random,10000
96,229,8,40,62,5,7,random,10000
192,116,48,36,24,7,0,random,10000
194,138,99,25,60,7,8,random,10000
125,210,15,41,45,9,17,random,10000
214,30,27,49,40,11,14,random,10000
134,118,37,35,52,17,17,random,10000
79,33,5,37,1,13,18,random,10000
106,104,13,20,46,1,11,random,10000
130,127,26,50,57,10,14,random,10000
4,159,49,30,89,10,10,random,10000
56,31,47,1,60,12,2,random,10000
92,136,94,38,13,7,17,random,10000
165,181,1,5,49,6,10,random,10000
193,70,35,50,97,8,14,random,10000
226,212,100,12,22,3,1,random,10000
58,4,28,22,97,14,2,random,10000
24,108,30,19,31,16,16,random,10000
103,187,17,45,27,6,11,random,10000
181,216,40,44,84,13,11,random,10000
134,83,59,1,8,11,10,random,10000
162,111,92,34,27,13,7,random,10000
8,188,46,10,84,10,3,random,10000
226,125,63,4,6,6,10,random,10000
72,108,59,11,29,5,19,random,10000
87,86,2,19,68,1,16,random,10000
8,149,0,50,98,6,4,random,10000
27,15,76,7,16,10,3,random,10000
219,122,17,32,85,17,3,random,10000
170,31,21,31,43,19,16,random,10000
140,118,61,15,40,19,19,random,10000
220,58,21,7,30,12,19,random,10000
139,166,44,14,30,13,5,random,10000
13,13,84,14,56,12,12,random,10000
88,64,80,14,75,5,14,random,10000
116,161,86,30,2,12,2,random,10000
58,28,1,6,50,1,19,random,10000
89,226,15,0,41,13,18,random,10000
136,133,78,6,95,11,16,random,10000
1,21,34,29,95,14,13,random,10000
90,7,49,2,21,19,1,random,10000
216,75,20,50,7,2,19,random,10000
156,2,91,1,87,11,11,random,10000
49,17,58,25,40,8,4,random,10000
118,90,22,48,66,6,8,random,10000
73,222,56,21,96,12,5,random,10000
3,75,61,46,91,18,12,random,10000
108,234,50,34,82,8,0,random,10000
142,73,34,43,40,3,12,random,10000
49,67,84,42,38,18,9,random,10000
32,168,33,46,61,13,20,random,10000
190,131,23,2,41,16,11,random,10000
115,65,42,21,96,7,3,random,10000
91,154,74,6,72,2,9,random,10000
210,170,79,12,88,2,13,random,10000
244,189,82,32,62,20,10,random,10000
31,179,47,42,42,12,15,random,10000
125,59,87,20,64,14,5,random,10000
37,108,31,14,31,4,19,random,10000
63,249,21,48,0,14,18,random,10000
229,182,57,18,28,4,18,random,10000
90,142,47,18,24,14,12,random,10000
92,186,24,5,6,9,2,random,10000
83,90,29,50,59,5,8,random,10000
93,198,18,49,31,9,7,random,10000
137,222,94,22,85,12,9,random,10000
61,235,50,10,25,5,0,random,10000
32,238,40,35,14,7,5,random,10000
190,232,26,43,18,13,7,random,10000
22,140,30,42,15,9,4,random,10000
59,166,38,50,1,9,7,random,10000
46,27,41,43,17,19,0,random,10000
177,28,100,19,5,16,7,random,10000
25,159,92,7,9,7,0,random,10000
249,3,73,34,16,17,9,random,10000
244,245,65,29,0,16,5,random,10000
179,162,65,26,96,8,4,random,10000
155,174,57,1,7,18,4,random,10000
226,168,48,28,80,2,1,random,10000
29,238,58,12,16,4,8,random,10000
86,220,65,46,26,7,5,random,10000
212,45,18,16,9,6,13,random,10000
231,13,77,33,79,16,15,random,10000
174,95,33,23,84,14,10,random,10000
180,238,69,11,66,15,14,random,10000
80,11,19,36,45,10,9,random,10000
237,81,84,39,31,18,10,random,10000
134,98,77,48,20,20,6,random,10000
180,233,76,12,83,11,18,random,10000
245,154,70,12,64,15,2,random,10000
235,193,83,47,70,19,11,random,10000
116,197,52,7,64,3,11,random,10000
232,204,43,3,8,7,19,random,10000
47,181,40,49,18,8,9,random,10000
193,60,7,16,35,15,9,random,10000
30,35,95,39,25,13,7,random,10000
77,72,9,22,83,13,2,random,10000
96,126,77,48,21,15,19,random,10000
10,93,11,2,31,17,18,random,10000
101,103,30,40,3,6,10,random,10000
248,219,22,46,27,14,11,random,10000
120,194,92,2,46,11,8,random,10000
183,25,87,22,50,6,11,random,10000
68,244,61,43,81,17,15,random,10000
146,248,91,45,51,15,16,random,10000
87,41,37,49,30,3,18,random,10000
45,158,8,25,42,10,1,random,10000
145,63,20,49,94,5,11,random,10000
43,43,77,46,18,4,10,random,10000
229,84,39,22,45,13,5,random,10000
39,52,32,35,48,19,17,random,10000
236,88,37,34,16,8,20,random,10000
112,225,68,16,58,19,14,random,10000
186,63,16,25,28,8,5,random,10000
8,41,91,14,46,17,12,random,10000
216,176,7,41,18,19,11,random,10000
92,243,2,19,29,18,20,random,10000
232,86,21,49,8,5,18,random,10000
46,181,13,12,67,5,3,random,10000
26,170,88,28,74,14,11,random,10000
93,24,57,29,83,17,9,random,10000
248,81,5,43,54,18,15,random,10000
160,173,99,19,7,20,7,random,10000
200,30,64,20,44,7,12,random,10000
165,242,82,26,93,14,1,random,10000
210,197,12,31,35,10,15,random,10000
175,57,96,28,22,19,15,random,10000
33,187,38,26,93,11,12,random,10000
184,26,82,12,35,10,16,random,10000
30,160,34,28,30,8,5,random,10000
165,178,43,36,13,10,13,random,10000
109,168,98,14,30,19,1,random,10000
6,131,61,5,94,4,10,random,10000
194,229,99,16,43,4,12,random,10000
15,210,37,19,7,5,18,random,10000
49,35,71,32,82,10,13,random,10000
217,128,57,10,86,6,18,random,10000
5,63,95,13,39,20,19,random,10000
104,144,80,28,100,2,0,random,10000
124,0,57,29,20,7,13,random,10000
99,220,21,2,46,17,8,random,10000
30,120,78,47,14,6,5,random,10000
68,23,39,34,51,18,5,random,10000
212,115,91,15,29,9,17,random,10000
4,3,21,45,63,7,18,random,10000
77,189,52,36,74,13,9,random,10000
240,33,45,22,41,18,11,random,10000
140,74,55,9,62,12,9,random,10000
108,1,89,45,78,6,12,random,10000
149,113,66,6,87,3,6,random,10000
85,109,17,39,30,20,2,random,10000
211,22,71,32,90,9,1,random,10000
58,93,12,10,87,2,20,random,10000
117,76,79,25,16,17,2,random,10000
98,152,40,42,7,16,20,random,10000
145,73,86,33,60,17,10,random,10000
245,146,8,3,8,19,5,random,10000
78,132,43,1,15,15,10,random,10000
98,143,40,4,33,12,17,random,10000
4,242,11,19,5,15,2,random,10000
201,59,19,36,4,8,2,random,10000
49,206,28,40,91,11,13,random,10000
48,108,84,37,68,5,5,random,10000
40,61,69,37,50,3,1,random,10000
132,43,2,13,6,4,10,random,10000
94,16,49,9,22,4,18,random,10000
38,242,58,46,62,4,19,random,10000
189,185,5,38,5,16,14,random,10000
159,186,29,14,88,17,16,random,10000
61,33,11,22,43,7,14,random,10000
113,16,65,38,54,18,17,random,10000
153,133,80,35,15,1,16,random,10000
215,142,81,34,34,16,17,random,10000
214,6,20,30,35,20,16,random,10000
25,201,85,50,30,5,18,random,10000
229,164,39,40,67,18,6,random,10000
118,104,17,37,3,2,19,random,10000
101,239,80,33,97,4,19,random,10000
172,112,29,13,88,5,18,random,10000
